lon,lat,Name,Elevation,url,Description
13.163333,50.699139,87. Adlerstein,456,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#87._Adlerstein)
13.422444,50.72675,88. Saydahöhe,454,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#88._Saydahöhe)
13.302833,50.816444,89. Langenauer Tännicht,123,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#89._Langenauer_Tännicht)
13.120306,50.769861,90. Waldkirchen,456,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#90._Waldkirchen)
13.007472,50.762722,91. Dittersdorfer Höhe,654,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#91._Dittersdorfer_Höhe)
12.982306,50.847722,92. Beutenberg,900,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#92._Beutenberg)
12.822194,50.91375,93. Taurastein,975,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#93._Taurastein)
13.032333,50.953944,94. Sachsenburg,875,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#94._Sachsenburg)
13.215889,50.946111,95. Bräunsdorf,566,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#95._Bräunsdorf)
13.304611,51.012528,96. Obergruna,1200,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#96._Obergruna)
13.211056,51.0345,97. Marbachhöhe,1100,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#97._Marbachhöhe)
13.083306,51.042306,98. Reichenbachhöhe,365,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#98._Reichenbachhöhe)
12.935111,51.010861,99. Erlau,365,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#99._Erlau)
12.949444,51.102111,100. Kreuz,455,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#100._Kreuz)
13.218361,51.085361,101. Wetterhöhe,125,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#101._Wetterhöhe)
13.238,51.168722,102. Schleinitzhöhe,654,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#102._Schleinitzhöhe)
13.016583,51.179361,103. Eichhardthöhe,876,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#103._Eichhardthöhe)
13.128694,51.230306,104. Hohenwussen,987,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#104._Hohenwussen)
13.133889,51.352611,105. DÃ¼rrenberg,754,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#105._Dürrenberg)
13.095028,51.411917,106. Olganitz,366,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#106._Olganitz)
12.814056,51.245722,107. Deditzhöhe,442,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#107._Deditzhöhe)
12.704,51.130611,108. Ballendorf,986,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#108._Ballendorf)
12.678194,51.301167,109. Frauenberg,589,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#109._Frauenberg)
12.536528,51.400778,110. Schwarzeberg,756,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#110._Schwarzeberg)
12.407,51.418139,111. Markstein,697,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#111._Markstein)
12.255,51.342083,112. Wachberg,578,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#112._Wachberg)
12.268194,51.254722,113. GrenzhÃ¼bel (neuer Standort),456,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#113._Grenzhübel_(neuer_Standort))
12.25322,51.26007,113. GrenzhÃ¼bel,246,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#113._Grenzhübel)
12.447833,51.280639,114. Wachau,264,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#114._Wachau)
12.351056,51.188889,115. Kirchturm Pulgar,973,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#115._Kirchturm_Pulgar)
12.52668,51.1922,116. Kirchturm Trages,479,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#116._Kirchturm_Trages)
12.47633,51.175642,116. Crossen,127,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#116._Crossen)
12.337083,51.115611,117. Kirchturm Hohendorf,412,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#117._Kirchturm_Hohendorf)
12.48075,51.09425,118. Blumroda,462,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#118._Blumroda)
12.612778,51.009167,119. Sahlis,444,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#119._Sahlis)
12.554806,50.925139,120. Ziegelheim,365,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#120._Ziegelheim)
12.504972,50.862,121. Pfaffroda,365,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#121._Pfaffroda)
12.341806,50.833222,122. Fuchsberg,455,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#122._Fuchsberg)
12.277028,50.764611,123. Oberalbertsdorf,125,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#123._Oberalbertsdorf)
12.21825,50.734528,124. Sorge,654,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#124._Sorge)
12.427763,50.773805,125. Hospitalberg,876,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#125._Hospitalberg)
12.556778,50.707889,126. Reinsdorf,987,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#126._Reinsdorf)
12.758417,50.654528,127. Katzenstein,754,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#127._Katzenstein)
12.921806,50.696361,128. Steinkamm,366,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#128._Steinkamm)
12.930194,50.649306,129. Greifenstein,442,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#129._Greifenstein)
13.031583,50.573611,130. Pöhlberg,986,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#130._Pöhlberg)
13.019028,50.508444,131. Bärenstein,589,https://youtu.be/-5BcpfdbHdU,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#131._Bärenstein)
12.925056,50.538611,132. Scheibenberg,756,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#132._Scheibenberg)
12.843417,50.593667,133. Schatzenstein,697,https://youtu.be/1nYRU_JujyY,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#133._Schatzenstein)
12.793639,50.464889,134. Hirschensprung,578,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#134._Hirschensprung)
12.646778,50.456167,135. Auersberg,500,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#135._Auersberg)
12.572417,50.592833,136. Hirschenstein,456,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#136._Hirschenstein)
12.449417,50.646333,137. Ebersbrunn,454,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#137._Ebersbrunn)
12.294778,50.647944,138. Carlshöhe,123,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#138._Carlshöhe)
12.386389,50.607444,139. Marienhöhe,456,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#139._Marienhöhe)
12.499,50.520111,140. Schönheide,654,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#140._Schönheide)
12.469,50.406194,141. Kiel,900,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#141._Kiel)
12.357062,50.452624,142. Wendelstein,975,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#142._Wendelstein)
12.321333,50.554806,143. Wilhelmshöhe,875,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#143._Wilhelmshöhe)
12.2652,50.4496,(144. LottengrÃ¼n),566,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#(144._Lottengrün))
12.359444,50.409611,145. Schöneck,1200,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#145._Schöneck)
12.329222,50.391472,146. Friedrichstein,1100,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#146._Friedrichstein)
12.385889,50.339194,147. Hoher Brand,365,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#147._Hoher_Brand)
12.337833,50.266667,148. LandwÃ¼st,365,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#148._Landwüst)
12.201889,50.233444,149. Hainberg,455,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#149._Hainberg)
12.203444,50.288028,150. Bärenloh,125,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#150._Bärenloh)
12.179167,50.334556,151. Bergen,654,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#151._Bergen)
12.106111,50.346444,152. Patzerberg,876,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#152._Patzerberg)
12.156972,50.4735,153. Kemmlerberg,987,https://youtu.be/fPK78LJOo6I,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#153._Kemmlerberg)
12.04775,50.537139,154. Syrau,754,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#154._Syrau)
11.950417,50.573111,155. Sandberg,366,https://youtu.be/rd9j80rb97o,Source: Wikipedia article Königlich-Sächsische Triangulirung (https://de.wikipedia.org/wiki/Königlich-Sächsische_Triangulirung#155._Sandberg)
