lon,lat,Name,bkp,img_url,wiki_url,Hoehe,Ordnung,Color
13.554167,51.304944,33. Basismitte der Grossenhainer Grundlinie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/33_Basismitte_Grossenhain.jpg/80px-33_Basismitte_Grossenhain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/33_Basismitte_Grossenhain.jpg/80px-33_Basismitte_Grossenhain.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#33._Basismitte_der_Grossenhainer_Grundlinie,131,1,Red
13.495028,51.298167,34. Basisende Raschuetz der Grossenhainer Grundlinie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/34_Basisende_Rasch%C3%BCtz.jpg/80px-34_Basisende_Rasch%C3%BCtz.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/34_Basisende_Rasch%C3%BCtz.jpg/80px-34_Basisende_Rasch%C3%BCtz.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#34._Basisende_Rasch%C3%BCtz_der_Grossenhainer_Grundlinie,128,1,Red
13.248222,51.295639,35. Weida,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Station_35_Weida.jpg/80px-Station_35_Weida.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Station_35_Weida.jpg/80px-Station_35_Weida.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#35._Weida,168,1,Red
13.324639,50.901417,36. Freiberg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Freiberg.JPG/80px-Freiberg.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Freiberg.JPG/80px-Freiberg.JPG,Source: https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung,462,1,Red
14.966917,50.984583,37. Koenigshain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Station_37_Koenigshain.jpg/80px-Station_37_Koenigshain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Station_37_Koenigshain.jpg/80px-Station_37_Koenigshain.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#37._K%C3%B6nigshain,352,2,Green
14.963694,50.861333,38. Gueckelsberg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Station_38_G%C3%BCckelsberg.jpg/80px-Station_38_G%C3%BCckelsberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Station_38_G%C3%BCckelsberg.jpg/80px-Station_38_G%C3%BCckelsberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#38._G%C3%BCckelsberg,567,2,Green
14.795944,50.831278,39. Strassberg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Station_39_Strassberg.jpg/80px-Station_39_Strassberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Station_39_Strassberg.jpg/80px-Station_39_Strassberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#39._Strassberg,528,2,Green
14.814528,50.955417,40. Schanzberg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Station_40_Schanzberg.jpg/80px-Station_40_Schanzberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Station_40_Schanzberg.jpg/80px-Station_40_Schanzberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#40._Schanzberg,407,2,Green
14.887001,51.054972,41. Hutberg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Hutberg_Nagelsche_S%C3%A4ule.JPG/80px-Hutberg_Nagelsche_S%C3%A4ule.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Hutberg_Nagelsche_S%C3%A4ule.JPG/80px-Hutberg_Nagelsche_S%C3%A4ule.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#41._Hutberg,299,2,Green
14.765028,51.105167,42. Rotstein,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Rotstein_Nagelsche_S%C3%A4ule.jpg/80px-Rotstein_Nagelsche_S%C3%A4ule.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Rotstein_Nagelsche_S%C3%A4ule.jpg/80px-Rotstein_Nagelsche_S%C3%A4ule.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#42._Rotstein,448,2,Green
14.690806,50.960639,43. Spitzberg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/TP_Spitzberg.JPG/80px-TP_Spitzberg.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/TP_Spitzberg.JPG/80px-TP_Spitzberg.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#43._Spitzberg,495,2,Green
14.656083,51.010139,44. Kottmar,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#44._Kottmar,578,2,Green
14.473083,51.032722,45. Taubenberg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Taubenberg_Nagelsche_S%C3%A4ule.jpg/80px-Taubenberg_Nagelsche_S%C3%A4ule.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Taubenberg_Nagelsche_S%C3%A4ule.jpg/80px-Taubenberg_Nagelsche_S%C3%A4ule.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#45._Taubenberg,458,2,Green
14.523194,51.119944,46. Czorneboh,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#46._Czorneboh,559,2,Green
14.654861,51.175556,47. Strohmberg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vermessungspunkt_der_Mitteleurop%C3%A4ischen_Gradmessung_1864.jpg/80px-Vermessungspunkt_der_Mitteleurop%C3%A4ischen_Gradmessung_1864.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vermessungspunkt_der_Mitteleurop%C3%A4ischen_Gradmessung_1864.jpg/80px-Vermessungspunkt_der_Mitteleurop%C3%A4ischen_Gradmessung_1864.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#47._Strohmberg,257,2,Green
14.459278,51.257528,48. Grossdubrau,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Station_48_Gro%C3%9Fdubrau.jpg/80px-Station_48_Gro%C3%9Fdubrau.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Station_48_Gro%C3%9Fdubrau.jpg/80px-Station_48_Gro%C3%9Fdubrau.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#48._Grossdubrau,198,2,Green
14.376556,51.193251,49. Salzenforst,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Triangulationsstein_Salzenforst_2.JPG/80px-Triangulationsstein_Salzenforst_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Triangulationsstein_Salzenforst_2.JPG/80px-Triangulationsstein_Salzenforst_2.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#49._Salzenforst,265,2,Green
14.290611,51.240472,50. Wetro (neuer Standort),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Station_50_Wetro.JPG/80px-Station_50_Wetro.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Station_50_Wetro.JPG/80px-Station_50_Wetro.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#50._Wetro_(neuer_Standort,205,2,Green
14.301361,51.245889,50. Wetro,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#50._Wetro,184,2,Green
14.184306,51.155778,51. Butterberg,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#51._Butterberg,387,2,Green
14.120722,51.050389,52. Grossenberg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Station_Grossenberg.JPG/80px-Station_Grossenberg.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Station_Grossenberg.JPG/80px-Station_Grossenberg.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#52._Grossenberg,385,2,Green
14.256639,50.994389,53. Ruhebaenke,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#53._Ruheb%C3%A4nke,533,2,Green
14.333806,50.899194,54. Raumberg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/TP_Raumberg.jpg/80px-TP_Raumberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/TP_Raumberg.jpg/80px-TP_Raumberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#54._Raumberg,451,2,Green
14.176501,50.854694,55. Zschirnstein,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Gro%C3%9Fer_Zschirnstein_Triangulationss%C3%A4ule_%2801-2%29.JPG/80px-Gro%C3%9Fer_Zschirnstein_Triangulationss%C3%A4ule_%2801-2%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Gro%C3%9Fer_Zschirnstein_Triangulationss%C3%A4ule_%2801-2%29.JPG/80px-Gro%C3%9Fer_Zschirnstein_Triangulationss%C3%A4ule_%2801-2%29.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#55._Zschirnstein,539,2,Green
14.082056,50.930806,56. Lilienstein,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lilienstein_Triangulationss%C3%A4ule_%2801-2%29.jpg/80px-Lilienstein_Triangulationss%C3%A4ule_%2801-2%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lilienstein_Triangulationss%C3%A4ule_%2801-2%29.jpg/80px-Lilienstein_Triangulationss%C3%A4ule_%2801-2%29.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#56._Lilienstein,385,2,Green
13.968056,50.898611,57. Cottaer Spitzberg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Cottaer_Spitzberg_Triangulationss%C3%A4ule_%2801-3%29.jpg/80px-Cottaer_Spitzberg_Triangulationss%C3%A4ule_%2801-3%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Cottaer_Spitzberg_Triangulationss%C3%A4ule_%2801-3%29.jpg/80px-Cottaer_Spitzberg_Triangulationss%C3%A4ule_%2801-3%29.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#57._Cottaer_Spitzberg,381,2,Green
13.920389,50.783028,58. Sattelberg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Turistick%C3%A1_chata_pod_vrchem_%C5%A0pi%C4%8D%C3%A1k_u_Kr%C3%A1sn%C3%A9ho_Lesa%2C_1910.jpg/80px-Turistick%C3%A1_chata_pod_vrchem_%C5%A0pi%C4%8D%C3%A1k_u_Kr%C3%A1sn%C3%A9ho_Lesa%2C_1910.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Turistick%C3%A1_chata_pod_vrchem_%C5%A0pi%C4%8D%C3%A1k_u_Kr%C3%A1sn%C3%A9ho_Lesa%2C_1910.jpg/80px-Turistick%C3%A1_chata_pod_vrchem_%C5%A0pi%C4%8D%C3%A1k_u_Kr%C3%A1sn%C3%A9ho_Lesa%2C_1910.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#58._Sattelberg,711,2,Green
13.798611,50.829333,59. Dittershoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Station_59_Dittersh%C3%B6he_bei_Dittersdorf_%28Glash%C3%BCtte%29.jpg/80px-Station_59_Dittersh%C3%B6he_bei_Dittersdorf_%28Glash%C3%BCtte%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Station_59_Dittersh%C3%B6he_bei_Dittersdorf_%28Glash%C3%BCtte%29.jpg/80px-Station_59_Dittersh%C3%B6he_bei_Dittersdorf_%28Glash%C3%BCtte%29.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#59._Dittersh%C3%B6he,562,2,Green
13.689639,50.852056,60. K-Kuppe,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#60._K-Kuppe,631,2,Green
13.749528,50.920917,61. Wilisch,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Station_Wilisch.JPG/80px-Station_Wilisch.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Station_Wilisch.JPG/80px-Station_Wilisch.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#61._Wilisch,479,2,Green
13.719333,50.983361,62. Gohlig,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Nagelsche_Saeule_Gohlig.jpg/80px-Nagelsche_Saeule_Gohlig.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Nagelsche_Saeule_Gohlig.jpg/80px-Nagelsche_Saeule_Gohlig.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#62._Gohlig,355,2,Green
13.737056,51.053028,63. Schlossturm,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Semperoper_%26_Dresden_Castle_2004-10_2.JPG/80px-Semperoper_%26_Dresden_Castle_2004-10_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Semperoper_%26_Dresden_Castle_2004-10_2.JPG/80px-Semperoper_%26_Dresden_Castle_2004-10_2.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#63._Schlossturm,132,2,Green
13.675306,51.119389,64. Wahnsdorf,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Radebeul_Triangulationspfeiler.jpg/80px-Radebeul_Triangulationspfeiler.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Radebeul_Triangulationspfeiler.jpg/80px-Radebeul_Triangulationspfeiler.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#64._Wahnsdorf,251,2,Green
13.950028,51.121111,65. Felixturm,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Felixturm_2012.jpg/80px-Felixturm_2012.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Felixturm_2012.jpg/80px-Felixturm_2012.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#65._Felixturm,289,2,Green
14.078083,51.272111,66. Lessingturm,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Station_66_Lessingthurm.jpg/80px-Station_66_Lessingthurm.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Station_66_Lessingthurm.jpg/80px-Station_66_Lessingthurm.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#66._Lessingturm,299,2,Green
13.970583,51.370972,67. Olgahoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Olgah%C3%B6he.jpg/80px-Olgah%C3%B6he.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Olgah%C3%B6he.jpg/80px-Olgah%C3%B6he.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#67._Olgah%C3%B6he,155,2,Green
13.745972,51.329694,68. Galgenberge,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Galgenberge.jpg/80px-Galgenberge.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Galgenberge.jpg/80px-Galgenberge.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#68._Galgenberge,218,2,Green
13.402639,51.452778,69. Schweinfurth,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Station_69_Schweinfurth.jpg/80px-Station_69_Schweinfurth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Station_69_Schweinfurth.jpg/80px-Station_69_Schweinfurth.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#69._Schweinfurth,92,2,Green
13.274111,51.379889,70. Jacobsthal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Station_70_Jacobsthal.jpg/80px-Station_70_Jacobsthal.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Station_70_Jacobsthal.jpg/80px-Station_70_Jacobsthal.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#70._Jacobsthal,111,2,Green
13.411028,51.328667,71. Glaubitz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Glaubitzh%C3%B6he.JPG/80px-Glaubitzh%C3%B6he.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Glaubitzh%C3%B6he.JPG/80px-Glaubitzh%C3%B6he.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#71._Glaubitz,131,2,Green
13.384972,51.223861,72. Eckartsberg,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#72._Eckartsberg,178,2,Green
13.433056,51.145167,73. Korbitzhoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Korbitzh%C3%B6he.jpg/80px-Korbitzh%C3%B6he.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Korbitzh%C3%B6he.jpg/80px-Korbitzh%C3%B6he.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#73._Korbitzh%C3%B6he,241,2,Green
13.370056,51.091889,74. Katzenberg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Katzenberg.jpg/80px-Katzenberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Katzenberg.jpg/80px-Katzenberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#74._Katzenberg,306,2,Green
13.417056,51.012417,75. Neukirchen,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#75._Neukirchen,365,2,Green
13.593417,51.055417,76. Steinhuebel (neuer Standort),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Steinh%C3%BCbel.jpg/80px-Steinh%C3%BCbel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Steinh%C3%BCbel.jpg/80px-Steinh%C3%BCbel.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#76._Steinh%C3%BCbel_(neuer_Standort,298,2,Green
13.590621,51.050721,76. Steinhuebel,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#76._Steinh%C3%BCbel,316,2,Green
13.602917,50.995251,77. Opitzhoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Opitzh%C3%B6he.jpg/80px-Opitzh%C3%B6he.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Opitzh%C3%B6he.jpg/80px-Opitzh%C3%B6he.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#77._Opitzh%C3%B6he,368,2,Green
13.518944,50.912306,78. Klingenberg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/StationKlingenberg.jpg/80px-StationKlingenberg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/StationKlingenberg.jpg/80px-StationKlingenberg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#78._Klingenberg,475,2,Green
13.537417,50.799917,79. Frauenstein,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#79._Frauenstein,674,2,Green
13.601639,50.743639,80. Drachenkopf,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/TP_Drachenkopf.JPG/80px-TP_Drachenkopf.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/TP_Drachenkopf.JPG/80px-TP_Drachenkopf.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#80._Drachenkopf,813,2,Green
13.610333,50.648611,81. Wieselstein,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#81._Wieselstein,944,2,Green
13.465472,50.659167,82. Schwartenberg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Station_82_Schwartenberg_2.jpg/80px-Station_82_Schwartenberg_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Station_82_Schwartenberg_2.jpg/80px-Station_82_Schwartenberg_2.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#82._Schwartenberg,781,2,Green
13.428251,50.582194,83. Grossenstein,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#83._Grossenstein,895,2,Green
13.272028,50.587639,84. Lauschhuebel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Triangulationssaeule_Lauschh%C3%BCbel.jpg/80px-Triangulationssaeule_Lauschh%C3%BCbel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Triangulationssaeule_Lauschh%C3%BCbel.jpg/80px-Triangulationssaeule_Lauschh%C3%BCbel.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#84._Lauschh%C3%BCbel,831,2,Green
13.193167,50.535722,85. Hirtstein,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Station_85_Hirtstein.JPG/80px-Station_85_Hirtstein.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Station_85_Hirtstein.JPG/80px-Station_85_Hirtstein.JPG,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#85._Hirtstein,889,2,Green
13.166501,50.690639,86. Lauterbacher Knochen,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Lauterbacher_Knochen_Triangulierung.jpg/80px-Lauterbacher_Knochen_Triangulierung.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Lauterbacher_Knochen_Triangulierung.jpg/80px-Lauterbacher_Knochen_Triangulierung.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#86._Lauterbacher_Knochen,685,2,Green
13.163333,50.699139,87. Adlerstein,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Triangulationssaule_Adlerstein.jpg/80px-Triangulationssaule_Adlerstein.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Triangulationssaule_Adlerstein.jpg/80px-Triangulationssaule_Adlerstein.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#87._Adlerstein,683,2,Green
13.422444,50.726751,88. Saydahoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Triangulationss%C3%A4ule_88%2C_Sayda-H%C3%B6he.jpg/80px-Triangulationss%C3%A4ule_88%2C_Sayda-H%C3%B6he.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Triangulationss%C3%A4ule_88%2C_Sayda-H%C3%B6he.jpg/80px-Triangulationss%C3%A4ule_88%2C_Sayda-H%C3%B6he.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#88._Saydah%C3%B6he,734,2,Green
13.302833,50.816444,89. Langenauer Taennicht,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Triangulationss%C3%A4ule_89%2C_T%C3%A4nnicht.jpg/80px-Triangulationss%C3%A4ule_89%2C_T%C3%A4nnicht.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Triangulationss%C3%A4ule_89%2C_T%C3%A4nnicht.jpg/80px-Triangulationss%C3%A4ule_89%2C_T%C3%A4nnicht.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#89._Langenauer_T%C3%A4nnicht,591,2,Green
13.120306,50.769861,90. Waldkirchen,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Station90Waldkirchen.jpg/80px-Station90Waldkirchen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Station90Waldkirchen.jpg/80px-Station90Waldkirchen.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#90._Waldkirchen,555,2,Green
13.007472,50.762722,91. Dittersdorfer Hoehe,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Dittersdorfer_H%C3%B6he_Triangulation.jpg/80px-Dittersdorfer_H%C3%B6he_Triangulation.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Dittersdorfer_H%C3%B6he_Triangulation.jpg/80px-Dittersdorfer_H%C3%B6he_Triangulation.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#91._Dittersdorfer_H%C3%B6he,549,2,Green
12.982306,50.847722,92. Beutenberg,,,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#92._Beutenberg,425,2,Green
12.822194,50.913751,93. Taurastein,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Station_93_Taurastein.jpg/80px-Station_93_Taurastein.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Station_93_Taurastein.jpg/80px-Station_93_Taurastein.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#93._Taurastein,352,2,Green
13.032333,50.953944,94. Sachsenburg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Station_94_Sachsenburg.jpg/80px-Station_94_Sachsenburg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Station_94_Sachsenburg.jpg/80px-Station_94_Sachsenburg.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#94._Sachsenburg,359,2,Green
13.215889,50.946111,95. Braeunsdorf,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Br%C3%A4unsdorf.jpg/80px-Br%C3%A4unsdorf.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Br%C3%A4unsdorf.jpg/80px-Br%C3%A4unsdorf.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#95._Br%C3%A4unsdorf,401,2,Green
13.304611,51.012528,96. Obergruna,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Obergruna.jpg/80px-Obergruna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Obergruna.jpg/80px-Obergruna.jpg,https://de.wikipedia.org/wiki/K%C3%B6niglich-S%C3%A4chsische_Triangulirung#96._Obergruna,354,2,Green
